,Aff,Neg,Win
0,Olathe North FC,Barstow KP,Aff
1,Blue Valley West VS,Washburn Rural RV,Neg
2,Barstow TD,Wichita East FS,Neg
3,Lawrence Free State FE,Manhattan AS,Aff
4,Manhattan TW,Blue Valley North LP,Neg
5,Park Hill South SV,Blue Valley North DH,Neg
6,Blue Valley West BG,Washburn Rural BH,Aff
7,Wichita East KZ,Blue Valley Southwest PC,Neg
8,Lansing AW,Blue Valley North CT,Neg
9,Blue Valley North PS,Lawrence Free State FW,Aff
10,Shawnee Mission East PL,Washburn Rural JK,Aff
11,Eagan NM,De Soto SC,Neg
12,Wichita East SZ,Shawnee Mission South MJ,Neg
13,Pembroke Hill WA,Olathe East DG,Neg
14,Pembroke Hill BC,Shawnee Mission South KC,Neg
15,Shawnee Mission East DS,Eagan WW,Neg
16,Shawnee Mission South MM,Blue Valley Northwest JW,Neg
17,Wichita East JS,Shawnee Mission East TH,Neg
18,Pembroke Hill JT,Eagan SW,Neg
19,Hayden BA,Shawnee Mission East BM,Aff
20,Blue Valley North MM,Newton KN,Neg
21,Washburn Rural BL,Blue Valley North BK,Neg
22,Blue Valley Southwest DT,Lawrence Free State PH,Aff
23,Shawnee Mission West WS,Shawnee Mission South SB,Aff
24,Olathe North MM,Washburn Rural CR,Neg
25,Blue Valley Southwest HK,Blue Valley TH,Neg
26,Washburn Rural CN,Wichita East GL,Aff
27,Shawnee Mission South AZ,Pembroke Hill ZM,Neg
